live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
28,27,-1,800635479,Alexandra Malova,F,RUS,Russia,2008,1232.25,1236,3.75,1030,824,206,6,6,2,120,0,1,true,250 pts | BASE | J500 | SF | J500 Cairo | 2026-04-06,200 pts | BASE | J200 | WR | J200 Fergana | 2025-10-06,200 pts | BASE | J200 | WR | J200 Pretoria | 2025-09-15,140 pts | BASE | J200 | RU | J200 Cairo | 2025-11-03,140 pts | BASE | J200 | RU | J200 Pretoria | 2025-09-08,100 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,367 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Cairo | 2026-04-06,105 pts | BASE | J200 | RU | J200 Fergana | 2025-10-06,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,75 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.276Z
29,37,8,800638346,Denisa Zoldakova,F,CZE,Czechia,2008,1111.75,1235.5,123.75,960,1102,275.5,6,6,2,270,1,1,true,200 pts | BASE | J200 | WR | J200 Oslo | 2025-11-24,200 pts | BASE | J200 | WR | J200 Vigo | 2025-09-30,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,100 pts | BASE | J300 | QF | J300 Sanxenxo | 2025-09-23,100 pts | BASE | J200 | SF | J200 Rakovnik | 2025-09-01,525 pts | BASE | JGS | RU | Australian Open Junior Championships | 2026-01-24,157 pts | BASE | J300 | RU | J300 Sanxenxo | 2025-09-23,150 pts | BASE | J200 | WR | J200 Oslo | 2025-11-24,105 pts | BASE | J300 | SF | J300 Bamberg | 2025-06-10,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.277Z
30,28,-2,800632131,Maaya Rajeshwaran Revathi,F,IND,India,2009,1227.25,1227.25,0,980,989,247.25,6,6,1,90,0,0,true,300 pts | BASE | J300 | WR | J300 Beaulieu-sur-Mer | 2026-04-13,200 pts | BASE | J200 | WR | J200 Gladbeck | 2025-06-17,140 pts | BASE | J300 | SF | J300 Cairo | 2026-03-30,140 pts | BASE | J300 | SF | J300 Villena | 2026-03-16,100 pts | BASE | J300 | QF | J300 Plovdiv | 2026-04-28,100 pts | BASE | J300 | QF | J300 Bradenton | 2025-12-01,375 pts | BASE | J500 | WR | J500 Fort Lauderdale | 2025-12-08,157 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,105 pts | BASE | J300 | SF | J300 Zapopan | 2025-11-17,105 pts | BASE | J200 | RU | J200 Gladbeck | 2025-06-17,2026-06-02,2026-06-02T23:19:32.276Z
31,31,0,800667265,Polina Skliar,F,UKR,Ukraine,2010,1181.75,1208,26.25,940,1072,268,6,6,2,270,1,1,true,250 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,200 pts | BASE | J200 | WR | J200 Haskovo | 2026-04-21,200 pts | BASE | J200 | WR | J200 Benicarlo | 2026-03-10,100 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,100 pts | BASE | J100 | WR | J100 Stabekk | 2025-11-17,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,375 pts | BASE | J500 | WR | J500 Offenbach | 2026-05-04,262 pts | BASE | J500 | RU | J500 Cairo | 2026-04-06,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,105 pts | BASE | J300 | SF | J300 Bamberg | 2025-06-10,75 pts | BASE | J200 | SF | J200 Haskovo | 2026-04-21,75 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,2026-06-02,2026-06-02T23:19:32.276Z
32,30,-2,800705703,Welles Newman,F,USA,USA,2010,1182.75,1199.75,17,930,1079,269.75,6,6,2,210,0,1,true,210 pts | BASE | J300 | RU | J300 Porto Alegre | 2026-03-09,200 pts | BASE | J200 | WR | J200 Bogota | 2025-07-14,180 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,140 pts | BASE | J300 | SF | J300 Barranquilla | 2026-01-26,100 pts | BASE | J300 | QF | J300 San Jose | 2026-01-19,100 pts | BASE | J100 | WR | J100 Medellin | 2025-07-07,225 pts | BASE | J300 | WR | J300 Barranquilla | 2026-01-26,225 pts | BASE | J300 | WR | J300 San Jose | 2026-01-19,187 pts | BASE | J500 | SF | J500 Fort Lauderdale | 2025-12-08,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Bogota | 2025-07-14,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,2026-06-02,2026-06-02T23:19:32.276Z
33,38,5,800636281,Maia Ilinca Burcescu,F,ROU,Romania,2009,1103,1193,90,880,1252,313,6,6,2,270,1,0,true,210 pts | BASE | J300 | RU | J300 Zapopan | 2025-11-17,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,140 pts | BASE | J300 | SF | J300 Asuncion | 2026-03-02,100 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,100 pts | BASE | J300 | QF | J300 Traralgon | 2026-01-16,375 pts | BASE | J500 | WR | J500 Gaspar | 2026-03-16,225 pts | BASE | J300 | WR | J300 Asuncion | 2026-03-02,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,187 pts | BASE | J500 | SF | J500 Merida | 2025-11-24,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | BASE | J300 | SF | J300 Porto Alegre | 2026-03-09,2026-06-02,2026-06-02T23:19:32.277Z
34,36,2,800631529,Ruien Zhang,F,CHN,"China, P.R.",2008,1113,1188,75,950,952,238,6,6,2,270,1,1,true,320 pts | BASE | JM | WR | 2025 ITF World Tennis Tour Junior Finals | 2025-10-22,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,180 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,90 pts | BASE | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,"90 pts | BASE | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",367 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,225 pts | BASE | J300 | WR | J300 College Park | 2025-08-18,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,45 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,0 pts | BASE | J500 | R32 | J500 Fort Lauderdale | 2025-12-08,2026-06-02,2026-06-02T23:19:32.277Z
35,33,-2,800589857,Anastasia Lizunova,F,RUS,Russia,2008,1158.5,1169.75,11.25,1020,599,149.75,6,6,2,120,0,1,true,300 pts | BASE | J300 | WR | J300 Kuching | 2026-04-07,300 pts | BASE | J300 | WR | J300 Beijing | 2025-09-16,140 pts | BASE | J200 | RU | J200 Belgrade | 2025-08-25,100 pts | BASE | J200 | SF | J200 Fergana | 2025-10-06,90 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,90 pts | BASE | J500 | R16 | J500 Osaka | 2025-09-22,157 pts | BASE | J300 | RU | J300 Pancevo | 2025-08-18,105 pts | BASE | J300 | SF | J300 Kuching | 2026-04-07,105 pts | BASE | J300 | SF | J300 Beijing | 2025-09-16,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J200 | SF | J200 Belgrade | 2025-08-25,67 pts | BASE | J500 | R16 | J500 Osaka | 2025-09-22,2026-06-02,2026-06-02T23:19:32.276Z
36,32,-4,800587900,Rada Zolotareva,F,RUS,Russia,2008,1168,1168,0,930,952,238,4,4,0,0,0,0,false,490 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,300 pts | BASE | J300 | WR | J300 Pancevo | 2025-08-18,140 pts | BASE | J300 | SF | J300 Traralgon | 2026-01-16,0 pts | BASE | JGS | R64 | Roland Garros Junior Championships | 2025-06-01,,,367 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,225 pts | BASE | J300 | WR | J300 Traralgon | 2026-01-16,225 pts | BASE | J300 | WR | J300 Pancevo | 2025-08-18,135 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,,,2026-06-02,2026-06-02T23:19:32.276Z
37,44,7,800586389,Ha Eum Lee,F,KOR,"Korea, Rep.",2008,1041.75,1158,116.25,920,952,238,6,6,2,360,1,1,true,300 pts | BASE | J300 | WR | J300 Astana | 2025-09-08,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,140 pts | BASE | J300 | SF | J300 Beijing | 2025-09-16,100 pts | BASE | J200 | SF | J200 Sydney | 2025-08-26,100 pts | BASE | J100 | WR | J100 Namangan | 2025-08-11,100 pts | BASE | J100 | WR | J100 Santo Domingo | 2025-07-14,225 pts | BASE | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,187 pts | BASE | J500 | SF | J500 Osaka | 2025-09-22,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Sydney | 2025-08-26,105 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | BASE | J300 | SF | J300 Astana | 2025-09-08,2026-06-02,2026-06-02T23:19:32.277Z
38,35,-3,800592997,Adelina Lacinova,F,LAT,Latvia,2008,1120,1131.25,11.25,970,645,161.25,6,6,2,120,0,1,true,300 pts | BASE | J300 | WR | J300 Casablanca | 2026-02-09,150 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,140 pts | BASE | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,140 pts | BASE | J200 | RU | J200 Oberhaching | 2026-02-02,140 pts | BASE | J200 | RU | J200 Hammamet | 2026-01-13,100 pts | BASE | J200 | SF | J200 Cap d'Ail | 2026-03-30,225 pts | BASE | J300 | WR | J300 Casablanca | 2026-02-09,105 pts | BASE | J300 | SF | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | BASE | J200 | SF | J200 Cap d'Ail | 2026-03-30,75 pts | BASE | J300 | QF | J300 Astana | 2025-09-08,2026-06-02,2026-06-02T23:19:32.277Z
39,34,-5,800701055,Renee Alame,F,AUS,Australia,2009,1129,1129,0,910,876,219,6,6,2,120,0,0,true,250 pts | BASE | J500 | SF | J500 Osaka | 2025-09-22,140 pts | BASE | J300 | SF | J300 Santa Croce Sull’Arno | 2026-05-11,140 pts | BASE | J300 | SF | J300 Nonthaburi | 2026-03-02,140 pts | BASE | J300 | SF | J300 Zapopan | 2025-11-17,140 pts | BASE | J200 | RU | J200 Miki | 2025-09-16,100 pts | BASE | J300 | QF | J300 Bamberg | 2025-06-10,262 pts | BASE | J500 | RU | J500 Osaka | 2025-09-22,157 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,105 pts | BASE | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | BASE | J200 | RU | J200 Nonthaburi | 2026-02-23,2026-06-02,2026-06-02T23:19:32.276Z
40,40,0,800739107,Yu Jun Lin,F,CHN,"China, P.R.",2010,1093.5,1127.25,33.75,1000,509,127.25,6,6,2,210,0,1,true,300 pts | BASE | J300 | WR | J300 Nonthaburi | 2026-03-02,210 pts | BASE | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,200 pts | BASE | J200 | WR | J200 Nanjing | 2025-09-09,100 pts | BASE | J200 | SF | J200 Belgrade | 2025-08-25,100 pts | BASE | J300 | QF | J300 Pancevo | 2025-08-18,90 pts | BASE | J500 | R16 | J500 Milan | 2026-05-18,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Nonthaburi | 2026-03-02,75 pts | BASE | J300 | QF | J300 Bradenton | 2025-12-01,67 pts | BASE | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,67 pts | BASE | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | BASE | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,2026-06-02,2026-06-02T23:19:32.277Z
41,39,-2,800726989,Yihan Qu,F,CHN,"China, P.R.",2009,1098,1098,0,860,952,238,6,6,2,120,0,0,true,210 pts | BASE | J300 | RU | J300 Nonthaburi | 2026-03-02,210 pts | BASE | J300 | RU | J300 Repentigny | 2025-08-24,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | BASE | J300 | SF | J300 Astana | 2025-09-08,60 pts | BASE | J200 | QF | J200 Nonthaburi | 2026-02-23,60 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,225 pts | BASE | JGS | QF | US Open Junior Tennis Championships | 2025-08-31,"225 pts | BASE | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",157 pts | BASE | J300 | RU | J300 Bamberg | 2025-06-10,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | BASE | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | BASE | J300 | SF | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.277Z
42,48,6,800644753,Luna Maria Cinalli,F,ARG,Argentina,2008,1007.25,1097.25,90,940,629,157.25,6,6,2,270,1,1,true,300 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,250 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,150 pts | BASE | J500 | QF | J500 Merida | 2025-11-24,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,"90 pts | BASE | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",60 pts | BASE | J300 | R16 | J300 College Park | 2025-08-18,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,112 pts | BASE | J500 | QF | J500 Merida | 2025-11-24,0 pts | BASE | J500 | R16 | J500 Gaspar | 2026-03-16,0 pts | BASE | JGS | R32 | US Open Junior Tennis Championships | 2025-08-31,2026-06-02,2026-06-02T23:19:32.277Z
43,41,-2,800638930,Nadia Lagaev,F,CAN,Canada,2008,1086.25,1090,3.75,910,720,180,6,6,2,120,0,1,true,200 pts | BASE | J200 | WR | J200 Woodbridge | 2026-04-07,200 pts | BASE | J200 | WR | J200 Montreal | 2025-09-08,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | BASE | J300 | SF | J300 San Diego (North American Regional Championships) | 2026-03-16,100 pts | BASE | J300 | QF | J300 Repentigny | 2025-08-24,90 pts | BASE | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,150 pts | BASE | J200 | WR | J200 Montreal | 2025-09-08,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,135 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,105 pts | BASE | J200 | RU | J200 Hanover | 2026-05-11,105 pts | BASE | J300 | SF | J300 San Diego (North American Regional Championships) | 2026-03-16,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,2026-06-02,2026-06-02T23:19:32.277Z
44,42,-2,800597362,Antonina Sushkova,F,UKR,Ukraine,2008,1073,1076.75,3.75,910,667,166.75,6,6,2,120,0,1,true,200 pts | BASE | J200 | WR | J200 Istres | 2026-04-06,200 pts | BASE | J200 | WR | J200 Miki | 2025-09-16,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,100 pts | BASE | J200 | SF | J200 Rakovnik | 2025-09-01,90 pts | BASE | J500 | R16 | J500 Gaspar | 2026-03-16,150 pts | BASE | J200 | WR | J200 Istres | 2026-04-06,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,105 pts | BASE | J200 | RU | J200 Miki | 2025-09-16,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,2026-06-02,2026-06-02T23:19:32.277Z
45,43,-2,800604444,Sofie Hettlerova,F,CZE,Czechia,2009,1071.75,1075.5,3.75,890,742,185.5,6,6,2,120,0,1,true,200 pts | BASE | J200 | WR | J200 Santiago | 2025-09-29,200 pts | BASE | J200 | WR | J200 Lima | 2025-09-22,150 pts | BASE | J500 | QF | J500 Merida | 2025-11-24,140 pts | BASE | J200 | RU | J200 Pilsen | 2025-06-23,100 pts | BASE | J300 | QF | J300 Zapopan | 2025-11-17,100 pts | BASE | J300 | QF | J300 Pancevo | 2025-08-18,157 pts | BASE | J300 | RU | J300 Zapopan | 2025-11-17,150 pts | BASE | J200 | WR | J200 Santiago | 2025-09-29,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | BASE | J300 | SF | J300 Porto Alegre | 2026-03-09,105 pts | BASE | J200 | RU | J200 Pilsen | 2025-06-23,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,2026-06-02,2026-06-02T23:19:32.277Z
46,46,0,800719735,Chukwumelije Clarke,F,USA,USA,2009,1031.75,1058,26.25,820,952,238,6,6,2,210,0,1,true,300 pts | BASE | J300 | WR | J300 Spring - Pan American ITF | 2025-10-06,200 pts | BASE | J200 | WR | J200 Monterrey | 2025-06-30,100 pts | BASE | J300 | QF | J300 Tucson | 2026-03-09,100 pts | BASE | J200 | SF | J200 Veracruz | 2025-06-23,60 pts | BASE | J200 | QF | J200 Aldershot | 2026-04-20,60 pts | BASE | J300 | R16 | J300 Traralgon | 2026-01-16,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,187 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Aldershot | 2026-04-20,105 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | BASE | J200 | RU | J200 Veracruz | 2025-06-23,2026-06-02,2026-06-02T23:19:32.277Z
47,45,-2,800664506,Maria Valentina Pop,F,ROU,Romania,2010,1038.75,1038.75,0,900,555,138.75,6,6,0,0,0,0,false,200 pts | BASE | J200 | WR | J200 Prato | 2026-05-05,200 pts | BASE | J200 | WR | J200 Piestany | 2026-04-14,200 pts | BASE | J200 | WR | J200 Kosice | 2026-01-06,140 pts | BASE | J300 | SF | J300 Casablanca | 2026-02-09,100 pts | BASE | J100 | WR | J100 Chisinau | 2026-02-23,60 pts | BASE | J300 | R16 | J300 Charleroi-Marcinelle | 2026-05-25,150 pts | BASE | J200 | WR | J200 Haskovo | 2026-04-21,105 pts | BASE | J200 | RU | J200 Prato | 2026-05-05,75 pts | BASE | J300 | QF | J300 Santa Croce Sull’Arno | 2026-05-11,75 pts | BASE | J200 | SF | J200 Piestany | 2026-04-14,75 pts | BASE | J300 | QF | J300 Vrsar | 2026-03-23,75 pts | BASE | J300 | QF | J300 Casablanca | 2026-02-09,2026-06-02,2026-06-02T23:19:32.277Z
48,47,-1,800693920,Alyssa James,F,JAM,Jamaica,2008,1027.25,1027.25,0,690,1349,337.25,6,6,2,180,0,0,true,150 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,140 pts | BASE | J300 | SF | J300 Zapopan | 2025-11-17,100 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,100 pts | BASE | J300 | QF | J300 Asuncion | 2026-03-02,100 pts | BASE | J300 | QF | J300 Bradenton | 2025-12-01,100 pts | BASE | J300 | QF | J300 Asuncion (Junior Pan American Games) | 2025-08-11,375 pts | BASE | J500 | WR | J500 Gaspar | 2026-03-16,262 pts | BASE | J500 | RU | J500 Fort Lauderdale | 2025-12-08,225 pts | BASE | J300 | WR | J300 Asuncion | 2026-03-02,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,157 pts | BASE | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,105 pts | BASE | J300 | SF | J300 Porto Alegre | 2026-03-09,2026-06-02,2026-06-02T23:19:32.277Z
49,58,9,800636563,Lea Nilsson,F,SWE,Sweden,2008,948.75,1023.75,75,900,495,123.75,6,6,2,210,1,1,true,700 pts | BASE | JGS | RU | US Open Junior Tennis Championships | 2025-08-31,"90 pts | BASE | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",60 pts | BASE | J300 | R16 | J300 Repentigny | 2025-08-24,30 pts | LIVE | JGS | R64 | Roland Garros Junior Championships | 2026-05-31,20 pts | BASE | GC |  | Tennis Europe Summer Cups (G18) | 2025-08-04,0 pts | BASE | J300 | R64 | J300 Roehampton | 2025-06-29,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,135 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,"135 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",45 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,0 pts | BASE | J300 | R16 | J300 Repentigny | 2025-08-24,0 pts | BASE | GC |  | Tennis Europe Summer Cups (G18) | 2025-08-04,2026-06-02,2026-06-02T23:19:32.279Z
50,49,-1,800708800,Yu-Chen Lin,F,TPE,Chinese Taipei,2009,990.5,1009.25,18.75,790,877,219.25,6,6,2,270,0,1,true,210 pts | BASE | J300 | RU | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,140 pts | BASE | J200 | RU | J200 Nanjing | 2025-09-09,140 pts | BASE | J200 | RU | J200 Sydney | 2025-08-26,100 pts | BASE | J300 | QF | J300 Kuching | 2026-04-07,100 pts | BASE | J200 | SF | J200 Tainan | 2025-11-25,100 pts | BASE | J300 | QF | J300 Beijing | 2025-09-16,225 pts | BASE | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Nanjing | 2025-09-09,112 pts | BASE | J500 | QF | J500 Osaka | 2025-09-22,105 pts | BASE | J200 | RU | J200 Nonthaburi | 2026-02-23,105 pts | BASE | J300 | SF | J300 Traralgon | 2026-01-16,2026-06-02,2026-06-02T23:19:32.277Z
50,56,6,800571280,Ekaterina Tupitsyna,F,RUS,Russia,2008,956.75,1009.25,52.5,940,277,69.25,6,6,2,120,1,1,true,700 pts | BASE | JGS | RU | Australian Open Junior Championships | 2026-01-24,150 pts | BASE | J500 | QF | J500 Cairo | 2026-04-06,60 pts | BASE | J300 | R16 | J300 Traralgon | 2026-01-16,30 pts | LIVE | JGS | R64 | Roland Garros Junior Championships | 2026-05-31,0 pts | BASE | J300 | R32 | J300 Cairo | 2026-03-30,0 pts | BASE | JGS | R64 | US Open Junior Tennis Championships | 2025-08-31,112 pts | BASE | J500 | QF | J500 Cairo | 2026-04-06,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,75 pts | BASE | J300 | QF | J300 Cairo | 2026-03-30,0 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,0 pts | BASE | J300 | R32 | J300 Traralgon | 2026-01-16,0 pts | BASE | JGS | R32 | US Open Junior Tennis Championships | 2025-08-31,2026-06-02,2026-06-02T23:19:32.279Z
