official_rebuild_rank,simulated_rank,player_id,player_name,gender,country,country_name,birth_year,official_rebuild_points,official_rebuild_singles_points,official_rebuild_doubles_raw,official_rebuild_doubles_weighted,official_rebuild_singles_count,official_rebuild_doubles_count,simulated_points,simulated_singles_points,simulated_doubles_raw,simulated_doubles_weighted,simulated_singles_results_used,simulated_doubles_results_used,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,calculated_at
30,30,800705703,Welles Newman,F,USA,USA,2010,1182.75,930,1011,252.75,6,6,1182.75,930,1011,252.75,6,6,210 pts | countable | J300 | RU | J300 Porto Alegre | 2026-03-09,200 pts | countable | J200 | WR | J200 Bogota | 2025-07-14,180 pts | countable | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,140 pts | countable | J300 | SF | J300 Barranquilla | 2026-01-26,100 pts | countable | J300 | QF | J300 San Jose | 2026-01-19,100 pts | non_countable | J100 | WR | J100 Medellin | 2025-07-07,225 pts | countable | J300 | WR | J300 Barranquilla | 2026-01-26,225 pts | countable | J300 | WR | J300 San Jose | 2026-01-19,187 pts | countable | J500 | SF | J500 Fort Lauderdale | 2025-12-08,150 pts | countable | J200 | WR | J200 Bogota | 2025-07-14,112 pts | countable | J500 | QF | J500 Milan | 2026-05-18,112 pts | countable | J500 | QF | J500 Gaspar | 2026-03-16,2026-06-02T20:42:05.216Z
31,31,800667265,Polina Skliar,F,UKR,Ukraine,2010,1181.75,940,967,241.75,6,6,1181.75,940,967,241.75,6,6,250 pts | countable | J500 | SF | J500 Offenbach | 2026-05-04,200 pts | countable | J200 | WR | J200 Haskovo | 2026-04-21,200 pts | countable | J200 | WR | J200 Benicarlo | 2026-03-10,100 pts | countable | J300 | QF | J300 Cairo | 2026-03-30,100 pts | countable | J100 | WR | J100 Stabekk | 2025-11-17,90 pts | countable | J500 | R16 | J500 Cairo | 2026-04-06,375 pts | countable | J500 | WR | J500 Offenbach | 2026-05-04,262 pts | countable | J500 | RU | J500 Cairo | 2026-04-06,105 pts | countable | J300 | SF | J300 Bamberg | 2025-06-10,75 pts | countable | J200 | SF | J200 Haskovo | 2026-04-21,75 pts | countable | J300 | QF | J300 Cairo | 2026-03-30,75 pts | countable | J200 | SF | J200 Benicarlo | 2026-03-10,2026-06-02T20:42:05.216Z
32,32,800587900,Rada Zolotareva,F,RUS,Russia,2008,1168,930,952,238,4,4,1168,930,952,238,4,4,490 pts | countable | JGS | SF | Australian Open Junior Championships | 2026-01-24,300 pts | countable | J300 | WR | J300 Pancevo | 2025-08-18,140 pts | countable | J300 | SF | J300 Traralgon | 2026-01-16,0 pts | countable | JGS | R64 | Roland Garros Junior Championships | 2025-06-01,,,367 pts | countable | JGS | SF | Australian Open Junior Championships | 2026-01-24,225 pts | countable | J300 | WR | J300 Traralgon | 2026-01-16,225 pts | countable | J300 | WR | J300 Pancevo | 2025-08-18,135 pts | countable | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,,,2026-06-02T20:42:05.216Z
33,33,800589857,Anastasia Lizunova,F,RUS,Russia,2008,1158.5,1020,554,138.5,6,6,1158.5,1020,554,138.5,6,6,300 pts | countable | J300 | WR | J300 Kuching | 2026-04-07,300 pts | countable | J300 | WR | J300 Beijing | 2025-09-16,140 pts | countable | J200 | RU | J200 Belgrade | 2025-08-25,100 pts | countable | J200 | SF | J200 Fergana | 2025-10-06,90 pts | countable | JGS | R32 | Australian Open Junior Championships | 2026-01-24,90 pts | countable | J500 | R16 | J500 Osaka | 2025-09-22,157 pts | countable | J300 | RU | J300 Pancevo | 2025-08-18,105 pts | countable | J300 | SF | J300 Kuching | 2026-04-07,105 pts | countable | J300 | SF | J300 Beijing | 2025-09-16,75 pts | countable | J200 | SF | J200 Belgrade | 2025-08-25,67 pts | countable | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | countable | J200 | QF | J200 Fergana | 2025-10-06,2026-06-02T20:42:05.216Z
34,34,800701055,Renee Alame,F,AUS,Australia,2009,1129,910,876,219,6,6,1129,910,876,219,6,6,250 pts | countable | J500 | SF | J500 Osaka | 2025-09-22,140 pts | countable | J300 | SF | J300 Santa Croce Sull’Arno | 2026-05-11,140 pts | countable | J300 | SF | J300 Nonthaburi | 2026-03-02,140 pts | countable | J300 | SF | J300 Zapopan | 2025-11-17,140 pts | countable | J200 | RU | J200 Miki | 2025-09-16,100 pts | countable | J300 | QF | J300 Bamberg | 2025-06-10,262 pts | countable | J500 | RU | J500 Osaka | 2025-09-22,157 pts | countable | J300 | RU | J300 Traralgon | 2026-01-16,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | countable | J500 | QF | J500 Milan | 2026-05-18,105 pts | non_countable | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | non_countable | J200 | RU | J200 Nonthaburi | 2026-02-23,2026-06-02T20:42:05.216Z
35,35,800592997,Adelina Lacinova,F,LAT,Latvia,2008,1120,970,600,150,6,6,1120,970,600,150,6,6,300 pts | countable | J300 | WR | J300 Casablanca | 2026-02-09,150 pts | countable | J500 | QF | J500 Milan | 2026-05-18,140 pts | countable | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,140 pts | countable | J200 | RU | J200 Oberhaching | 2026-02-02,140 pts | countable | J200 | RU | J200 Hammamet | 2026-01-13,100 pts | countable | J200 | SF | J200 Cap d'Ail | 2026-03-30,225 pts | countable | J300 | WR | J300 Casablanca | 2026-02-09,105 pts | countable | J300 | SF | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,75 pts | countable | J300 | QF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | countable | J200 | SF | J200 Cap d'Ail | 2026-03-30,75 pts | countable | J300 | QF | J300 Astana | 2025-09-08,45 pts | countable | J200 | QF | J200 Cairo | 2025-11-10,2026-06-02T20:42:05.216Z
36,36,800631529,Ruien Zhang,F,CHN,"China, P.R.",2008,1113,920,772,193,6,6,1113,920,772,193,6,6,320 pts | countable | JM | WR | 2025 ITF World Tennis Tour Junior Finals | 2025-10-22,180 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,180 pts | countable | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,90 pts | countable | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,"90 pts | countable | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",60 pts | countable | J300 | R16 | J300 Roehampton | 2025-06-29,367 pts | countable | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,225 pts | countable | J300 | WR | J300 College Park | 2025-08-18,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,45 pts | countable | J300 | R16 | J300 Roehampton | 2025-06-29,0 pts | countable | J500 | R32 | J500 Fort Lauderdale | 2025-12-08,0 pts | countable | J500 | R32 | J500 Merida | 2025-11-24,2026-06-02T20:42:05.216Z
37,37,800638346,Denisa Zoldakova,F,CZE,Czechia,2008,1111.75,840,1087,271.75,6,6,1111.75,840,1087,271.75,6,6,200 pts | countable | J200 | WR | J200 Oslo | 2025-11-24,200 pts | countable | J200 | WR | J200 Vigo | 2025-09-30,180 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,100 pts | countable | J300 | QF | J300 Sanxenxo | 2025-09-23,100 pts | countable | J200 | SF | J200 Rakovnik | 2025-09-01,60 pts | non_countable | J200 | QF | J200 Belgrade | 2025-08-25,525 pts | countable | JGS | RU | Australian Open Junior Championships | 2026-01-24,157 pts | countable | J300 | RU | J300 Sanxenxo | 2025-09-23,150 pts | countable | J200 | WR | J200 Oslo | 2025-11-24,105 pts | countable | J300 | SF | J300 Bamberg | 2025-06-10,75 pts | countable | J300 | QF | J300 Traralgon | 2026-01-16,75 pts | non_countable | J200 | SF | J200 Vigo | 2025-09-30,2026-06-02T20:42:05.216Z
38,38,800636281,Maia Ilinca Burcescu,F,ROU,Romania,2009,1103,790,1252,313,6,6,1103,790,1252,313,6,6,210 pts | countable | J300 | RU | J300 Zapopan | 2025-11-17,150 pts | countable | J500 | QF | J500 Gaspar | 2026-03-16,140 pts | countable | J300 | SF | J300 Asuncion | 2026-03-02,100 pts | countable | J300 | QF | J300 Porto Alegre | 2026-03-09,100 pts | countable | J300 | QF | J300 Traralgon | 2026-01-16,90 pts | non_countable | JGS | R32 | Australian Open Junior Championships | 2026-01-24,375 pts | countable | J500 | WR | J500 Gaspar | 2026-03-16,225 pts | countable | J300 | WR | J300 Asuncion | 2026-03-02,225 pts | countable | JGS | QF | Roland Garros Junior Championships | 2025-06-01,187 pts | countable | J500 | SF | J500 Merida | 2025-11-24,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | countable | J300 | SF | J300 Porto Alegre | 2026-03-09,2026-06-02T20:42:05.216Z
39,39,800726989,Yihan Qu,F,CHN,"China, P.R.",2009,1098,860,952,238,6,6,1098,860,952,238,6,6,210 pts | countable | J300 | RU | J300 Nonthaburi | 2026-03-02,210 pts | countable | J300 | RU | J300 Repentigny | 2025-08-24,180 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | countable | J300 | SF | J300 Astana | 2025-09-08,60 pts | countable | J200 | QF | J200 Nonthaburi | 2026-02-23,60 pts | countable | J300 | R16 | J300 Roehampton | 2025-06-29,225 pts | countable | JGS | QF | US Open Junior Tennis Championships | 2025-08-31,"225 pts | countable | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",157 pts | countable | J300 | RU | J300 Bamberg | 2025-06-10,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | non_countable | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | countable | J300 | SF | J300 Traralgon | 2026-01-16,2026-06-02T20:42:05.216Z
40,40,800739107,Yu Jun Lin,F,CHN,"China, P.R.",2010,1093.5,1000,374,93.5,6,6,1093.5,1000,374,93.5,6,6,300 pts | countable | J300 | WR | J300 Nonthaburi | 2026-03-02,210 pts | countable | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,200 pts | countable | J200 | WR | J200 Nanjing | 2025-09-09,100 pts | countable | J200 | SF | J200 Belgrade | 2025-08-25,100 pts | countable | J300 | QF | J300 Pancevo | 2025-08-18,90 pts | non_countable | J500 | R16 | J500 Milan | 2026-05-18,75 pts | countable | J300 | QF | J300 Nonthaburi | 2026-03-02,75 pts | countable | J300 | QF | J300 Bradenton | 2025-12-01,67 pts | countable | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,67 pts | countable | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | countable | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,45 pts | countable | J300 | R16 | J300 Beijing | 2025-09-16,2026-06-02T20:42:05.216Z
41,41,800638930,Nadia Lagaev,F,CAN,Canada,2008,1086.25,910,705,176.25,6,6,1086.25,910,705,176.25,6,6,200 pts | countable | J200 | WR | J200 Woodbridge | 2026-04-07,200 pts | countable | J200 | WR | J200 Montreal | 2025-09-08,180 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | countable | J300 | SF | J300 San Diego (North American Regional Championships) | 2026-03-16,100 pts | countable | J300 | QF | J300 Repentigny | 2025-08-24,90 pts | countable | J500 | R16 | J500 Fort Lauderdale | 2025-12-08,150 pts | countable | J200 | WR | J200 Montreal | 2025-09-08,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,135 pts | countable | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,105 pts | countable | J200 | RU | J200 Hanover | 2026-05-11,105 pts | countable | J300 | SF | J300 San Diego (North American Regional Championships) | 2026-03-16,75 pts | non_countable | J200 | SF | J200 Woodbridge | 2026-04-07,2026-06-02T20:42:05.216Z
42,42,800597362,Antonina Sushkova,F,UKR,Ukraine,2008,1073,910,652,163,6,6,1073,910,652,163,6,6,200 pts | countable | J200 | WR | J200 Istres | 2026-04-06,200 pts | countable | J200 | WR | J200 Miki | 2025-09-16,180 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | countable | J300 | SF | J300 Bradenton | 2025-12-01,100 pts | countable | J200 | SF | J200 Rakovnik | 2025-09-01,90 pts | non_countable | J500 | R16 | J500 Gaspar | 2026-03-16,150 pts | countable | J200 | WR | J200 Istres | 2026-04-06,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | countable | J500 | QF | J500 Gaspar | 2026-03-16,105 pts | countable | J200 | RU | J200 Miki | 2025-09-16,75 pts | countable | J300 | QF | J300 Porto Alegre | 2026-03-09,75 pts | non_countable | J200 | SF | J200 Rakovnik | 2025-09-01,2026-06-02T20:42:05.216Z
43,43,800604444,Sofie Hettlerova,F,CZE,Czechia,2009,1071.75,890,727,181.75,6,6,1071.75,890,727,181.75,6,6,200 pts | countable | J200 | WR | J200 Santiago | 2025-09-29,200 pts | countable | J200 | WR | J200 Lima | 2025-09-22,150 pts | countable | J500 | QF | J500 Merida | 2025-11-24,140 pts | countable | J200 | RU | J200 Pilsen | 2025-06-23,100 pts | countable | J300 | QF | J300 Zapopan | 2025-11-17,100 pts | countable | J300 | QF | J300 Pancevo | 2025-08-18,157 pts | countable | J300 | RU | J300 Zapopan | 2025-11-17,150 pts | countable | J200 | WR | J200 Santiago | 2025-09-29,135 pts | countable | JGS | R16 | Australian Open Junior Championships | 2026-01-24,105 pts | countable | J300 | SF | J300 Porto Alegre | 2026-03-09,105 pts | countable | J200 | RU | J200 Pilsen | 2025-06-23,75 pts | non_countable | J200 | SF | J200 Lima | 2025-09-22,2026-06-02T20:42:05.216Z
44,44,800586389,Ha Eum Lee,F,KOR,"Korea, Rep.",2008,1041.75,830,847,211.75,6,6,1041.75,830,847,211.75,6,6,300 pts | countable | J300 | WR | J300 Astana | 2025-09-08,140 pts | countable | J300 | SF | J300 Beijing | 2025-09-16,100 pts | countable | J200 | SF | J200 Sydney | 2025-08-26,100 pts | countable | J100 | WR | J100 Namangan | 2025-08-11,100 pts | countable | J100 | WR | J100 Santo Domingo | 2025-07-14,90 pts | countable | J500 | R16 | J500 Merida | 2025-11-24,225 pts | countable | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,187 pts | countable | J500 | SF | J500 Osaka | 2025-09-22,150 pts | countable | J200 | WR | J200 Sydney | 2025-08-26,105 pts | countable | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | countable | J300 | SF | J300 Astana | 2025-09-08,75 pts | non_countable | J100 | WR | J100 Namangan | 2025-08-11,2026-06-02T20:42:05.216Z
45,45,800664506,Maria Valentina Pop,F,ROU,Romania,2010,1038.75,900,555,138.75,6,6,1038.75,900,555,138.75,6,6,200 pts | countable | J200 | WR | J200 Prato | 2026-05-05,200 pts | countable | J200 | WR | J200 Piestany | 2026-04-14,200 pts | countable | J200 | WR | J200 Kosice | 2026-01-06,140 pts | countable | J300 | SF | J300 Casablanca | 2026-02-09,100 pts | countable | J100 | WR | J100 Chisinau | 2026-02-23,60 pts | non_countable | J300 | R16 | J300 Charleroi-Marcinelle | 2026-05-25,150 pts | countable | J200 | WR | J200 Haskovo | 2026-04-21,105 pts | countable | J200 | RU | J200 Prato | 2026-05-05,75 pts | countable | J300 | QF | J300 Santa Croce Sull’Arno | 2026-05-11,75 pts | countable | J200 | SF | J200 Piestany | 2026-04-14,75 pts | countable | J300 | QF | J300 Vrsar | 2026-03-23,75 pts | countable | J300 | QF | J300 Casablanca | 2026-02-09,2026-06-02T20:42:05.217Z
46,46,800719735,Chukwumelije Clarke,F,USA,USA,2009,1031.75,820,847,211.75,6,6,1031.75,820,847,211.75,6,6,300 pts | countable | J300 | WR | J300 Spring - Pan American ITF | 2025-10-06,200 pts | countable | J200 | WR | J200 Monterrey | 2025-06-30,100 pts | countable | J300 | QF | J300 Tucson | 2026-03-09,100 pts | countable | J200 | SF | J200 Veracruz | 2025-06-23,60 pts | countable | J200 | QF | J200 Aldershot | 2026-04-20,60 pts | countable | J300 | R16 | J300 Traralgon | 2026-01-16,225 pts | countable | JGS | QF | Australian Open Junior Championships | 2026-01-24,187 pts | countable | J500 | SF | J500 Milan | 2026-05-18,150 pts | countable | J200 | WR | J200 Aldershot | 2026-04-20,105 pts | countable | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | countable | J200 | RU | J200 Veracruz | 2025-06-23,75 pts | countable | J300 | QF | J300 Tucson | 2026-03-09,2026-06-02T20:42:05.217Z
47,47,800693920,Alyssa James,F,JAM,Jamaica,2008,1027.25,690,1349,337.25,6,6,1027.25,690,1349,337.25,6,6,150 pts | countable | J500 | QF | J500 Gaspar | 2026-03-16,140 pts | countable | J300 | SF | J300 Zapopan | 2025-11-17,100 pts | countable | J300 | QF | J300 Porto Alegre | 2026-03-09,100 pts | countable | J300 | QF | J300 Asuncion | 2026-03-02,100 pts | countable | J300 | QF | J300 Bradenton | 2025-12-01,100 pts | countable | J300 | QF | J300 Asuncion (Junior Pan American Games) | 2025-08-11,375 pts | countable | J500 | WR | J500 Gaspar | 2026-03-16,262 pts | countable | J500 | RU | J500 Fort Lauderdale | 2025-12-08,225 pts | countable | J300 | WR | J300 Asuncion | 2026-03-02,225 pts | countable | JGS | QF | Australian Open Junior Championships | 2026-01-24,157 pts | countable | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,105 pts | countable | J300 | SF | J300 Porto Alegre | 2026-03-09,2026-06-02T20:42:05.217Z
48,48,800644753,Luna Maria Cinalli,F,ARG,Argentina,2008,1007.25,895,449,112.25,6,6,1007.25,895,449,112.25,6,6,300 pts | countable | JGS | QF | Roland Garros Junior Championships | 2025-06-01,250 pts | countable | J500 | SF | J500 Gaspar | 2026-03-16,150 pts | countable | J500 | QF | J500 Merida | 2025-11-24,"90 pts | countable | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",60 pts | countable | J300 | R16 | J300 College Park | 2025-08-18,45 pts | non_countable | J500 | R32 | J500 Milan | 2026-05-18,225 pts | countable | JGS | QF | Roland Garros Junior Championships | 2025-06-01,112 pts | countable | J500 | QF | J500 Milan | 2026-05-18,112 pts | countable | J500 | QF | J500 Merida | 2025-11-24,0 pts | countable | J500 | R16 | J500 Gaspar | 2026-03-16,0 pts | non_countable | JGS | R32 | US Open Junior Tennis Championships | 2025-08-31,0 pts | countable | J300 | R16 | J300 College Park | 2025-08-18,2026-06-02T20:42:05.217Z
49,49,800708800,Yu-Chen Lin,F,TPE,Chinese Taipei,2009,990.5,790,802,200.5,6,6,990.5,790,802,200.5,6,6,210 pts | countable | J300 | RU | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,140 pts | countable | J200 | RU | J200 Nanjing | 2025-09-09,140 pts | countable | J200 | RU | J200 Sydney | 2025-08-26,100 pts | countable | J300 | QF | J300 Kuching | 2026-04-07,100 pts | countable | J200 | SF | J200 Tainan | 2025-11-25,100 pts | countable | J300 | QF | J300 Beijing | 2025-09-16,225 pts | countable | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,150 pts | countable | J200 | WR | J200 Nanjing | 2025-09-09,112 pts | countable | J500 | QF | J500 Osaka | 2025-09-22,105 pts | countable | J200 | RU | J200 Nonthaburi | 2026-02-23,105 pts | countable | J300 | SF | J300 Traralgon | 2026-01-16,105 pts | countable | J200 | RU | J200 Sydney | 2025-08-26,2026-06-02T20:42:05.217Z
50,50,800624123,Polina Berezina,F,RUS,Russia,2009,987.25,770,869,217.25,6,6,987.25,770,869,217.25,6,6,200 pts | countable | J200 | WR | J200 Pretoria | 2025-09-08,140 pts | countable | J300 | SF | J300 Plovdiv | 2026-04-28,140 pts | countable | J200 | RU | J200 Pretoria | 2025-09-15,100 pts | countable | J200 | SF | J200 Cairo | 2025-11-10,100 pts | countable | J200 | SF | J200 Cairo | 2025-11-03,90 pts | countable | J500 | R16 | J500 Cairo | 2026-04-06,262 pts | countable | J500 | RU | J500 Offenbach | 2026-05-04,157 pts | countable | J300 | RU | J300 Plovdiv | 2026-04-28,150 pts | countable | J200 | WR | J200 Cairo | 2025-11-03,150 pts | countable | J200 | WR | J200 Pretoria | 2025-09-08,75 pts | countable | J300 | QF | J300 Traralgon | 2026-01-16,75 pts | non_countable | J200 | SF | J200 Pretoria | 2025-09-15,2026-06-02T20:42:05.217Z
